transaction_id,merchant_id,merchant_name,amount,transaction_type,location,timestamp,customer_id,balance_before,balance_after,card_number,is_fraud
TXN10150,MER2008,Prada,176741.01,Card Payment,"Jackson Hole, WY",2024-01-22 21:00:00,CUST7686,9016234.03,8839493.02,****9404,0
TXN10151,MER2020,Jaguar,16432.13,Card Payment,Monaco,2024-04-25 17:25:00,CUST5105,566996.45,550564.32,****2552,0
TXN10152,MER2009,Louis Vuitton,76935.83,Online Purchase,"Big Sur, CA",2024-03-11 10:31:00,CUST6986,4670851.2,4593915.37,****2300,0
TXN10153,MER2005,Van Cleef Arpels,162378.27,Private Banking,"Manhattan, NY",2024-08-23 06:17:00,CUST6783,7694060.4,7531682.13,****1671,0
TXN10154,MER2015,Rolls Royce,82131.94,Card Payment,"Toronto, Canada",2024-01-31 10:50:00,CUST8986,4352393.79,4270261.85,****8908,0
TXN10155,MER2010,Chanel,77786.54,Card Payment,"Telluride, CO",2024-07-05 23:16:00,CUST8934,5190370.58,5112584.04,****2900,0
TXN10156,MER2029,Park Hyatt,175966.89,Card Payment,"Telluride, CO",2024-04-27 14:41:00,CUST9360,1231271.84,1055304.95,****4653,0
TXN10157,MER2012,Lamborghini,1655836.56,Card Payment,"St. Tropez, France",2024-02-27 15:12:00,CUST7783,9519348.03,7863511.47,****1904,0
TXN10158,MER2035,Jaeger LeCoultre,10618.12,Online Purchase,"Sydney, Australia",2024-05-02 08:18:00,CUST9778,6603893.7,6593275.58,****1968,0
TXN10159,MER2029,Park Hyatt,112946.79,Wire Transfer,"St. Moritz, Switzerland",2024-11-16 01:32:00,CUST8822,9866467.14,9753520.35,****9845,0
TXN10160,MER2020,Jaguar,141753.35,Online Purchase,"Telluride, CO",2024-09-05 15:45:00,CUST8991,5086446.79,4944693.44,****2657,0
TXN10161,MER2003,Tiffany Co,7104.87,Private Banking,"Paris, France",2024-07-12 14:43:00,CUST5298,7978764.84,7971659.97,****6553,0
TXN10162,MER2029,Park Hyatt,6060.34,Online Purchase,"Park City, UT",2024-07-31 20:44:00,CUST8551,1729076.38,1723016.04,****6581,0
TXN10163,MER2012,Lamborghini,824191.21,Card Payment,"Manhattan, NY",2024-03-30 08:39:00,CUST9038,839268.77,15077.56,****6755,0
TXN10164,MER2021,Bugatti,720069.43,Wire Transfer,"The Hamptons, NY",2024-03-13 23:26:00,CUST9923,8308478.0,7588408.57,****7109,0
TXN10165,MER2006,Burberry,101432.96,Online Purchase,"Kiawah Island, SC",2024-09-06 01:50:00,CUST8114,6077861.82,5976428.86,****9041,0
TXN10166,MER2029,Park Hyatt,174146.92,Card Payment,"St. Moritz, Switzerland",2024-01-31 07:22:00,CUST5162,6789325.25,6789325.25,****1800,1
TXN10167,MER2031,Rosewood,81164.88,Online Purchase,"Scottsdale, AZ",2024-02-13 00:16:00,CUST5949,2397115.43,2315950.55,****7284,0
TXN10168,MER2008,Prada,40364.91,Online Purchase,"Aspen, CO",2024-07-26 02:51:00,CUST5951,4036751.42,3996386.51,****7313,0
TXN10169,MER2009,Louis Vuitton,94631.31,Card Payment,"St. Tropez, France",2024-04-25 05:32:00,CUST6467,2805658.38,2711027.07,****5377,0
TXN10170,MER2003,Tiffany Co,82163.08,Private Banking,"Carmel, CA",2024-05-17 04:39:00,CUST5977,9748101.97,9665938.89,****7183,0
TXN10171,MER2003,Tiffany Co,120785.78,Wire Transfer,"Zurich, Switzerland",2024-10-21 04:55:00,CUST6675,5278954.0,5158168.22,****1740,0
TXN10172,MER2028,Peninsula,27206.13,Wire Transfer,"St. Tropez, France",2024-02-10 09:14:00,CUST8619,5301702.31,5274496.18,****4947,0
TXN10173,MER2029,Park Hyatt,100978.71,Online Purchase,"Dubai, UAE",2024-08-22 05:30:00,CUST8407,6341331.18,6341331.18,****9291,1
TXN10174,MER2035,Jaeger LeCoultre,70145.87,Online Purchase,"Miami Beach, FL",2024-05-26 16:44:00,CUST8180,6488496.52,6488496.52,****6111,1
TXN10175,MER2034,Vacheron Constantin,128854.78,Wire Transfer,"Park City, UT",2024-02-09 08:38:00,CUST5505,2532190.77,2403335.99,****7989,0
TXN10176,MER2027,Mandarin Oriental,159003.18,Wire Transfer,"Key Largo, FL",2024-06-07 18:55:00,CUST6503,8129373.95,7970370.77,****2018,0
TXN10177,MER2011,Ferrari,1946634.77,Private Banking,"Big Sur, CA",2024-08-08 09:14:00,CUST9136,2373137.65,426502.88,****2155,0
TXN10178,MER2016,Aston Martin,194603.0,Wire Transfer,"Beverly Hills, CA",2024-07-13 11:16:00,CUST7310,7230906.99,7036303.99,****6401,0
TXN10179,MER2031,Rosewood,142385.66,Online Purchase,"Mykonos, Greece",2024-11-27 17:10:00,CUST6251,5656915.78,5514530.12,****4682,0
TXN10180,MER2007,Gucci,62417.77,Card Payment,"St. Tropez, France",2024-07-31 07:16:00,CUST8997,8774138.11,8774138.11,****9597,1
TXN10181,MER2016,Aston Martin,63779.5,Online Purchase,"Carmel, CA",2024-10-15 19:38:00,CUST6009,9230441.41,9166661.91,****9106,0
