transaction_id,merchant_id,merchant_name,amount,transaction_type,location,timestamp,customer_id,balance_before,balance_after,card_number,is_fraud
TXN20073,MER3027,Little Caesars,12.9,Mobile Payment,"Los Angeles, CA",2024-06-04 12:22:00,CUST5503,3438.65,3425.75,****9359,0
TXN20074,MER3020,Dunkin,35.88,Mobile Payment,"Birmingham, UK",2024-02-27 10:11:00,CUST4594,801.19,765.31,****4434,0
TXN20075,MER3013,Sunkus,13.7,Contactless,"Chicago, IL",2024-05-11 11:35:00,CUST6758,4920.93,4907.23,****9060,0
TXN20076,MER3040,Denny Japan,9.71,Cash,"Nagoya, Japan",2024-06-02 06:29:00,CUST4418,2980.63,2970.92,****9378,0
TXN20077,MER3019,Starbucks,34.92,Card Payment,"Dallas, TX",2024-07-17 07:27:00,CUST3441,4657.18,4622.26,****2656,0
TXN20078,MER3027,Little Caesars,29.15,Cash,"San Antonio, TX",2024-11-08 03:59:00,CUST5472,3578.3,3549.15,****1252,0
TXN20079,MER3040,Denny Japan,12.68,Card Payment,"Los Angeles, CA",2024-02-09 17:37:00,CUST3502,123.23,110.55,****9603,0
TXN20080,MER3009,FamilyMart,19.94,Card Payment,"Vancouver, BC",2024-04-30 06:05:00,CUST5368,2756.79,2736.85,****3944,0
TXN20081,MER3032,Sukiya,33.57,Card Payment,"Calgary, AB",2024-02-26 19:14:00,CUST3280,3821.18,3787.61,****7474,0
TXN20082,MER3018,McDonald,12.82,Mobile Payment,"Philadelphia, PA",2024-05-21 00:30:00,CUST3490,194.83,182.01,****6127,0
TXN20083,MER3012,Daily Yamazaki,18.42,Cash,"San Antonio, TX",2024-07-13 23:43:00,CUST4505,813.85,795.43,****1755,0
TXN20084,MER3011,Mini Stop,6.27,Contactless,"Chicago, IL",2024-12-02 21:45:00,CUST5477,2132.68,2126.41,****6587,0
TXN20085,MER3034,First Kitchen,9.21,Mobile Payment,"Philadelphia, PA",2024-09-17 20:20:00,CUST4383,816.23,807.02,****6391,0
TXN20086,MER3005,Cumberland Farms,17.57,Mobile Payment,"Dallas, TX",2024-02-13 08:33:00,CUST6993,3136.63,3119.06,****3353,0
TXN20087,MER3012,Daily Yamazaki,9.26,Contactless,"London, UK",2024-11-08 23:20:00,CUST4712,2731.64,2722.38,****2831,0
TXN20088,MER3038,Gusto,18.55,Contactless,"Fukuoka, Japan",2024-08-23 15:22:00,CUST3705,4619.08,4600.53,****4496,0
TXN20089,MER3038,Gusto,15.21,Card Payment,"Yokohama, Japan",2024-07-05 20:06:00,CUST4160,4836.36,4821.15,****1630,0
TXN20090,MER3018,McDonald,28.17,Cash,"San Antonio, TX",2024-11-08 07:00:00,CUST5889,3780.77,3752.6,****3105,0
TXN20091,MER3032,Sukiya,11.03,Contactless,"Nagoya, Japan",2024-06-14 09:22:00,CUST6570,257.39,246.36,****1842,0
TXN20092,MER3009,FamilyMart,14.79,Cash,"Kobe, Japan",2024-07-26 00:23:00,CUST3690,4843.72,4828.93,****3442,0
TXN20093,MER3012,Daily Yamazaki,34.22,Card Payment,"Toronto, ON",2024-11-15 22:56:00,CUST3608,784.03,749.81,****7660,0
TXN20094,MER3011,Mini Stop,26.5,Card Payment,"San Antonio, TX",2024-05-23 00:57:00,CUST5967,2073.99,2047.49,****2813,0
TXN20095,MER3007,Casey General,31.64,Mobile Payment,"Fukuoka, Japan",2024-08-13 16:50:00,CUST3833,2785.56,2753.92,****2658,0
TXN20096,MER3032,Sukiya,4.15,Contactless,"Sendai, Japan",2024-09-02 10:46:00,CUST6179,1462.29,1458.14,****6026,0
TXN20097,MER3004,QuikTrip,11.22,Mobile Payment,"Glasgow, UK",2024-10-04 10:26:00,CUST6624,4790.14,4778.92,****9151,0
TXN20098,MER3033,Mos Burger,36.33,Contactless,"Liverpool, UK",2024-07-05 07:51:00,CUST5768,4035.15,3998.82,****1602,0
TXN20099,MER3002,Circle K,12.34,Card Payment,"Glasgow, UK",2024-02-01 16:51:00,CUST4631,2809.64,2797.3,****1731,0
TXN20100,MER3009,FamilyMart,7.36,Card Payment,"Montreal, QC",2024-03-19 19:30:00,CUST3520,621.77,614.41,****6846,0
TXN20101,MER3023,Taco Bell,7.37,Card Payment,"Philadelphia, PA",2024-09-22 06:17:00,CUST4378,581.79,574.42,****8408,0
TXN20102,MER3001,7-Eleven,3.9,Cash,"Chicago, IL",2024-09-26 06:18:00,CUST4137,1726.99,1723.09,****8847,0
TXN20103,MER3005,Cumberland Farms,13.47,Cash,"Osaka, Japan",2024-08-06 20:44:00,CUST5857,4758.5,4745.03,****2187,0
TXN20104,MER3006,Sheetz,8.97,Mobile Payment,"San Diego, CA",2024-02-07 15:12:00,CUST4894,2657.12,2648.15,****3155,0
TXN20105,MER3030,Yoshinoya,6.81,Cash,"London, UK",2024-09-23 05:42:00,CUST6442,4774.71,4767.9,****8384,0
TXN20106,MER3019,Starbucks,26.54,Contactless,"Austin, TX",2024-06-03 11:48:00,CUST5099,688.7,662.16,****7575,0
TXN20107,MER3003,Wawa,25.32,Card Payment,"Austin, TX",2024-02-25 22:04:00,CUST6209,1600.95,1575.63,****1632,0
TXN20108,MER3026,Papa John,59.35,Mobile Payment,"New York, NY",2024-03-10 23:53:00,CUST6642,2223.67,2164.32,****3942,0
TXN20109,MER3003,Wawa,27.04,Card Payment,"Sendai, Japan",2024-08-04 10:51:00,CUST3877,3505.6,3478.56,****5567,0
TXN20110,MER3011,Mini Stop,39.69,Mobile Payment,"Liverpool, UK",2024-05-13 07:37:00,CUST5197,4815.04,4854.73,****9121,1
TXN20111,MER3002,Circle K,11.73,Card Payment,"Hiroshima, Japan",2024-05-03 23:26:00,CUST3686,700.76,689.03,****2050,0
TXN20112,MER3006,Sheetz,15.71,Contactless,"Liverpool, UK",2024-09-04 01:47:00,CUST5037,3365.94,3350.23,****3647,0
TXN20113,MER3037,Saizeriya,9.84,Contactless,"Liverpool, UK",2024-08-26 23:30:00,CUST5951,52.63,52.63,****1354,1
TXN20114,MER3017,Subway,20.6,Mobile Payment,"Fukuoka, Japan",2024-08-02 04:02:00,CUST3527,4330.06,4309.46,****5048,0
TXN20115,MER3014,NewDays,22.94,Cash,"Montreal, QC",2024-03-02 02:06:00,CUST3475,4725.58,4702.64,****6831,0
TXN20116,MER3007,Casey General,39.82,Cash,"Chicago, IL",2024-11-20 17:08:00,CUST4852,991.65,951.83,****1766,0
TXN20117,MER3024,Pizza Hut,42.31,Cash,"Nagoya, Japan",2024-05-23 03:03:00,CUST3098,1373.29,1330.98,****2879,0
TXN20118,MER3002,Circle K,15.33,Mobile Payment,"Nagoya, Japan",2024-11-30 12:40:00,CUST6162,1026.46,1011.13,****8918,0
TXN20119,MER3037,Saizeriya,10.12,Cash,"Osaka, Japan",2024-03-27 01:51:00,CUST3589,2419.14,2409.02,****2106,0
TXN20120,MER3021,Tim Hortons,13.62,Card Payment,"Kyoto, Japan",2024-05-06 01:13:00,CUST3024,2209.72,2196.1,****5163,0
TXN20121,MER3032,Sukiya,11.45,Contactless,"Houston, TX",2024-05-01 06:27:00,CUST6076,3362.03,3350.58,****9217,0
TXN20122,MER3019,Starbucks,26.0,Cash,"New York, NY",2024-09-12 08:41:00,CUST4683,745.91,719.91,****4036,0
TXN20123,MER3037,Saizeriya,9.98,Mobile Payment,"Calgary, AB",2024-04-21 18:04:00,CUST6794,293.23,283.25,****2010,0
TXN20124,MER3031,Matsuya,19.5,Cash,"Vancouver, BC",2024-03-05 11:49:00,CUST5779,4026.49,4006.99,****5860,0
TXN20125,MER3003,Wawa,31.33,Contactless,"Hiroshima, Japan",2024-06-01 04:12:00,CUST6202,3453.23,3421.9,****5685,0
TXN20126,MER3026,Papa John,48.08,Cash,"New York, NY",2024-05-26 02:29:00,CUST6937,4114.8,4066.72,****1407,0
TXN20127,MER3037,Saizeriya,10.32,Mobile Payment,"San Antonio, TX",2024-04-08 17:58:00,CUST3321,778.08,767.76,****7460,0
TXN20128,MER3023,Taco Bell,19.52,Mobile Payment,"Houston, TX",2024-06-04 10:33:00,CUST4292,3498.59,3479.07,****6868,0
TXN20129,MER3006,Sheetz,18.96,Cash,"San Diego, CA",2024-06-07 16:00:00,CUST6554,504.52,485.56,****2899,0
TXN20130,MER3007,Casey General,29.28,Card Payment,"Ottawa, ON",2024-08-11 00:18:00,CUST6759,119.42,90.14,****7980,0
TXN20131,MER3025,Domino Pizza,48.67,Mobile Payment,"Hiroshima, Japan",2024-06-19 14:19:00,CUST6025,2076.27,2027.6,****6908,0
TXN20132,MER3005,Cumberland Farms,39.43,Card Payment,"Yokohama, Japan",2024-07-29 22:37:00,CUST4812,4505.64,4466.21,****1828,0
TXN20133,MER3029,Panda Express,30.12,Contactless,"Liverpool, UK",2024-07-02 08:53:00,CUST5989,3554.14,3524.02,****2238,0
TXN20134,MER3018,McDonald,25.85,Mobile Payment,"London, UK",2024-04-14 15:43:00,CUST3869,4364.39,4338.54,****1646,0
TXN20135,MER3004,QuikTrip,37.14,Cash,"San Diego, CA",2024-10-23 22:57:00,CUST5848,3507.83,3470.69,****2300,0
TXN20136,MER3036,Freshness Burger,14.48,Mobile Payment,"Kobe, Japan",2024-03-07 20:07:00,CUST5540,1007.23,992.75,****5693,0
TXN20137,MER3025,Domino Pizza,33.58,Cash,"Dallas, TX",2024-10-04 18:50:00,CUST3639,3980.16,3946.58,****2694,0
TXN20138,MER3028,Chipotle,5.19,Card Payment,"Kobe, Japan",2024-03-11 12:23:00,CUST3578,4994.75,4989.56,****1584,0
TXN20139,MER3006,Sheetz,22.32,Cash,"Glasgow, UK",2024-11-04 14:50:00,CUST3774,1276.92,1254.6,****2080,0
TXN20140,MER3009,FamilyMart,3.98,Contactless,"San Antonio, TX",2024-05-09 16:10:00,CUST5003,1288.24,1284.26,****2871,0
TXN20141,MER3029,Panda Express,18.47,Cash,"San Diego, CA",2024-09-27 00:45:00,CUST3661,2577.98,2559.51,****5356,0
TXN20142,MER3030,Yoshinoya,18.64,Card Payment,"Dallas, TX",2024-08-12 19:49:00,CUST3870,963.39,944.75,****8501,0
TXN20143,MER3005,Cumberland Farms,34.33,Card Payment,"New York, NY",2024-02-28 07:20:00,CUST3776,4914.74,4880.41,****4404,0
TXN20144,MER3004,QuikTrip,17.1,Mobile Payment,"Toronto, ON",2024-08-30 21:09:00,CUST6735,62.67,45.57,****2462,0
TXN20145,MER3010,Lawson,22.86,Mobile Payment,"Chicago, IL",2024-03-16 22:31:00,CUST5205,3559.24,3559.24,****5187,1
TXN20146,MER3032,Sukiya,27.14,Mobile Payment,"Dallas, TX",2024-05-24 00:32:00,CUST5606,3998.53,3971.39,****8674,0
TXN20147,MER3006,Sheetz,27.06,Card Payment,"Manchester, UK",2024-07-17 14:43:00,CUST3191,4130.64,4103.58,****6733,0
TXN20148,MER3034,First Kitchen,16.98,Contactless,"Phoenix, AZ",2024-07-10 12:42:00,CUST5641,3246.14,3229.16,****9000,0
TXN20149,MER3001,7-Eleven,21.18,Mobile Payment,"Montreal, QC",2024-04-27 03:01:00,CUST6921,3945.05,3923.87,****7344,0
TXN20150,MER3014,NewDays,15.34,Contactless,"Tokyo, Japan",2024-11-25 01:40:00,CUST4602,4448.11,4432.77,****6469,0
TXN20151,MER3013,Sunkus,23.8,Cash,"Sapporo, Japan",2024-02-20 08:57:00,CUST3173,3378.19,3354.39,****6380,0
TXN20152,MER3024,Pizza Hut,37.28,Card Payment,"Phoenix, AZ",2024-10-25 05:41:00,CUST6460,635.73,598.45,****9405,0
TXN20153,MER3019,Starbucks,12.1,Contactless,"Nagoya, Japan",2024-02-10 09:18:00,CUST4290,678.85,666.75,****7114,0
TXN20154,MER3002,Circle K,20.45,Mobile Payment,"Sendai, Japan",2024-09-18 00:06:00,CUST4405,738.36,717.91,****9741,0
TXN20155,MER3020,Dunkin,27.11,Mobile Payment,"Yokohama, Japan",2024-05-31 20:34:00,CUST3429,2631.27,2604.16,****4833,0
TXN20156,MER3009,FamilyMart,3.08,Card Payment,"Houston, TX",2024-11-30 10:41:00,CUST5863,943.44,940.36,****3731,0
TXN20157,MER3008,RaceTrac,34.83,Contactless,"Liverpool, UK",2024-08-27 09:38:00,CUST4382,4818.14,4818.14,****3347,1
TXN20158,MER3016,AM PM,7.79,Cash,"Chicago, IL",2024-05-30 21:33:00,CUST6422,4990.75,4990.75,****4883,1
TXN20159,MER3027,Little Caesars,18.37,Card Payment,"Manchester, UK",2024-05-23 13:43:00,CUST5518,4503.41,4485.04,****1218,0
TXN20160,MER3030,Yoshinoya,3.95,Cash,"Dallas, TX",2024-05-29 16:26:00,CUST3954,3039.1,3035.15,****6702,0
TXN20161,MER3030,Yoshinoya,35.53,Cash,"Los Angeles, CA",2024-10-04 02:18:00,CUST3112,3326.5,3290.97,****9786,0
TXN20162,MER3012,Daily Yamazaki,12.4,Mobile Payment,"Vancouver, BC",2024-04-04 18:31:00,CUST5380,95.59,107.99,****7196,1
TXN20163,MER3008,RaceTrac,19.91,Card Payment,"Austin, TX",2024-06-16 23:43:00,CUST3825,4838.32,4818.41,****9487,0
TXN20164,MER3012,Daily Yamazaki,10.77,Card Payment,"Ottawa, ON",2024-09-09 03:14:00,CUST3248,1077.35,1077.35,****3141,1
TXN20165,MER3032,Sukiya,15.99,Cash,"Montreal, QC",2024-05-13 05:22:00,CUST6730,3265.7,3249.71,****3153,0
TXN20166,MER3006,Sheetz,10.9,Mobile Payment,"Montreal, QC",2024-03-28 21:18:00,CUST5405,1405.93,1395.03,****5029,0
TXN20167,MER3003,Wawa,17.05,Card Payment,"Los Angeles, CA",2024-04-07 11:00:00,CUST3291,263.61,246.56,****9014,0
TXN20168,MER3029,Panda Express,28.93,Contactless,"San Antonio, TX",2024-09-16 16:51:00,CUST6504,2143.58,2114.65,****4855,0
TXN20169,MER3006,Sheetz,3.59,Card Payment,"Toronto, ON",2024-02-07 07:14:00,CUST6000,3401.84,3398.25,****8579,0
TXN20170,MER3006,Sheetz,6.92,Cash,"Austin, TX",2024-07-17 18:20:00,CUST4235,723.53,716.61,****8927,0
TXN20171,MER3013,Sunkus,13.67,Cash,"Phoenix, AZ",2024-10-30 15:19:00,CUST6870,1074.33,1060.66,****3434,0
TXN20172,MER3010,Lawson,19.57,Cash,"Nagoya, Japan",2024-03-15 02:11:00,CUST3388,2536.25,2516.68,****9749,0
TXN20173,MER3019,Starbucks,6.27,Mobile Payment,"Glasgow, UK",2024-10-16 05:31:00,CUST3684,2386.0,2386.0,****3163,1
TXN20174,MER3012,Daily Yamazaki,34.15,Card Payment,"San Diego, CA",2024-07-27 00:45:00,CUST6115,2225.04,2190.89,****7029,0
TXN20175,MER3027,Little Caesars,33.29,Card Payment,"Los Angeles, CA",2024-06-02 09:06:00,CUST5152,1984.02,1950.73,****1309,0
TXN20176,MER3032,Sukiya,38.7,Cash,"Calgary, AB",2024-07-04 21:01:00,CUST3736,2737.79,2699.09,****2616,0
TXN20177,MER3023,Taco Bell,30.5,Mobile Payment,"Kobe, Japan",2024-08-09 21:09:00,CUST5182,4010.59,3980.09,****8851,0
TXN20178,MER3007,Casey General,12.96,Cash,"Liverpool, UK",2024-07-14 13:32:00,CUST4630,1690.15,1677.19,****6795,0
TXN20179,MER3035,Lotteria,26.09,Card Payment,"Austin, TX",2024-03-26 18:13:00,CUST3022,3619.28,3593.19,****8491,0
TXN20180,MER3039,Royal Host,15.16,Mobile Payment,"Tokyo, Japan",2024-11-19 23:50:00,CUST3058,332.03,316.87,****2214,0
TXN20181,MER3004,QuikTrip,30.36,Card Payment,"New York, NY",2024-05-05 11:07:00,CUST4857,2021.69,1991.33,****5530,0
TXN20182,MER3039,Royal Host,10.1,Contactless,"Sendai, Japan",2024-07-27 03:11:00,CUST4147,2124.64,2114.54,****1388,0
TXN20183,MER3013,Sunkus,28.36,Mobile Payment,"San Diego, CA",2024-11-07 19:41:00,CUST4872,2247.11,2218.75,****2608,0
TXN20184,MER3032,Sukiya,20.35,Mobile Payment,"Hiroshima, Japan",2024-08-23 15:50:00,CUST3682,2010.0,1989.65,****4670,0
TXN20185,MER3034,First Kitchen,30.29,Contactless,"Dallas, TX",2024-10-14 06:19:00,CUST5406,424.23,393.94,****3752,0
TXN20186,MER3014,NewDays,25.61,Mobile Payment,"Los Angeles, CA",2024-05-24 15:56:00,CUST5608,3221.8,3196.19,****4646,0
TXN20187,MER3028,Chipotle,15.63,Card Payment,"Osaka, Japan",2024-03-12 15:13:00,CUST4175,3571.95,3556.32,****2311,0
TXN20188,MER3001,7-Eleven,12.59,Contactless,"Birmingham, UK",2024-03-11 05:22:00,CUST4118,4871.12,4858.53,****8164,0
TXN20189,MER3002,Circle K,18.69,Card Payment,"Sendai, Japan",2024-09-30 04:54:00,CUST4505,4914.79,4896.1,****8722,0
TXN20190,MER3009,FamilyMart,16.5,Mobile Payment,"Houston, TX",2024-05-10 03:33:00,CUST4982,1349.86,1333.36,****8116,0
TXN20191,MER3024,Pizza Hut,46.24,Card Payment,"Nagoya, Japan",2024-08-12 01:58:00,CUST3173,3685.16,3638.92,****6173,0
TXN20192,MER3007,Casey General,12.45,Contactless,"Tokyo, Japan",2024-06-21 12:13:00,CUST4138,2109.29,2096.84,****2440,0
TXN20193,MER3018,McDonald,31.19,Card Payment,"Fukuoka, Japan",2024-09-02 07:30:00,CUST5227,2605.69,2574.5,****2273,0
